STATION,SOURCE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyVisibility,HourlyWindSpeed,SOURCE.1
8449013025,4.0,30.3,43.0,43.0,100.0,0.93,7.0,4.0
8449013025,4.0,30.3,43.0,43.0,100.0,1.86,6.0,4.0
8449013025,4.0,30.3,43.0,43.0,100.0,1.24,6.0,4.0
8449013025,4.0,30.33,41.0,43.0,93.0,1.24,7.0,4.0
8449013025,4.0,30.33,45.0,48.0,87.0,3.11,6.0,4.0
8449013025,4.0,30.33,46.0,52.0,82.0,4.97,6.0,4.0
8449013025,4.0,30.33,48.0,54.0,82.0,5.59,7.0,4.0
8449013025,4.0,30.3,50.0,57.0,77.0,5.59,7.0,4.0
8449013025,4.0,30.27,50.0,59.0,72.0,6.21,3.0,4.0
8449013025,4.0,30.27,52.0,61.0,72.0,6.21,3.0,4.0
8449013025,4.0,30.27,50.0,61.0,68.0,6.21,6.0,4.0
8449013025,4.0,30.27,48.0,61.0,63.0,6.15,7.0,4.0
8449013025,4.0,30.27,50.0,57.0,77.0,6.15,6.0,4.0
8449013025,4.0,30.27,48.0,55.0,77.0,6.15,5.0,4.0
8449013025,4.0,30.3,48.0,54.0,82.0,6.15,6.0,4.0
8449013025,4.0,30.3,48.0,52.0,88.0,6.15,7.0,4.0
8449013025,4.0,30.3,46.0,50.0,88.0,6.15,6.0,4.0
8449013025,4.0,30.3,46.0,48.0,94.0,6.15,3.0,4.0
8449013025,4.0,30.3,45.0,48.0,87.0,6.15,8.0,4.0
8449013025,4.0,30.3,45.0,48.0,87.0,6.21,7.0,4.0
8449013025,4.0,30.27,45.0,48.0,87.0,6.21,8.0,4.0
8449013025,4.0,30.27,46.0,48.0,94.0,6.21,9.0,4.0
8449013025,4.0,30.27,45.0,46.0,93.0,5.59,9.0,4.0
8449013025,4.0,30.27,45.0,46.0,93.0,5.59,9.0,4.0
8449013025,4.0,30.27,43.0,45.0,93.0,5.59,8.0,4.0
8449013025,4.0,30.27,43.0,45.0,93.0,4.97,5.0,4.0
8449013025,4.0,30.27,43.0,43.0,100.0,5.59,7.0,4.0
8449013025,4.0,30.27,41.0,43.0,93.0,3.11,6.0,4.0
8449013025,4.0,30.27,41.0,43.0,93.0,3.11,8.0,4.0
8449013025,4.0,30.3,43.0,45.0,93.0,3.73,8.0,4.0
8449013025,4.0,30.3,46.0,50.0,88.0,5.59,10.0,4.0
8449013025,4.0,30.27,46.0,52.0,82.0,5.59,10.0,4.0
8449013025,4.0,30.24,48.0,54.0,82.0,6.15,11.0,4.0
8449013025,4.0,30.21,48.0,59.0,68.0,6.15,11.0,4.0
8449013025,4.0,30.21,46.0,61.0,59.0,6.15,11.0,4.0
8449013025,4.0,30.21,46.0,61.0,59.0,6.21,10.0,4.0
8449013025,4.0,30.21,46.0,61.0,59.0,6.21,8.0,4.0
8449013025,4.0,30.24,46.0,59.0,63.0,6.21,9.0,4.0
8449013025,4.0,30.24,46.0,57.0,67.0,6.21,6.0,4.0
8449013025,4.0,30.24,45.0,57.0,63.0,6.21,7.0,4.0
8449013025,4.0,30.24,46.0,55.0,72.0,6.21,7.0,4.0
8449013025,4.0,30.24,45.0,55.0,67.0,6.21,9.0,4.0
8449013025,4.0,30.24,45.0,54.0,72.0,6.21,9.0,4.0
8449013025,4.0,30.24,45.0,54.0,72.0,6.21,9.0,4.0
8449013025,4.0,30.24,45.0,50.0,82.0,6.21,10.0,4.0
8449013025,4.0,30.21,45.0,50.0,82.0,6.21,9.0,4.0
8449013025,4.0,30.21,45.0,48.0,87.0,6.21,8.0,4.0
8449013025,4.0,30.21,45.0,48.0,87.0,6.15,10.0,4.0
8449013025,4.0,30.21,43.0,48.0,82.0,6.15,7.0,4.0
8449013025,4.0,30.21,45.0,50.0,82.0,6.15,10.0,4.0
8449013025,4.0,30.21,43.0,48.0,82.0,6.15,8.0,4.0
8449013025,4.0,30.21,45.0,55.0,67.0,6.15,9.0,4.0
8449013025,4.0,30.24,45.0,52.0,77.0,6.15,9.0,4.0
8449013025,4.0,30.27,45.0,50.0,82.0,6.15,6.0,4.0
8449013025,4.0,30.27,46.0,55.0,72.0,6.15,9.0,4.0
8449013025,4.0,30.27,48.0,63.0,59.0,6.15,18.0,4.0
8449013025,4.0,30.27,48.0,63.0,59.0,6.15,20.0,4.0
8449013025,4.0,30.24,48.0,64.0,56.0,6.21,25.0,4.0
8449013025,4.0,30.24,48.0,64.0,56.0,6.21,22.0,4.0
8449013025,4.0,30.21,48.0,64.0,56.0,6.21,21.0,4.0
8449013025,4.0,30.24,48.0,64.0,56.0,6.21,22.0,4.0
8449013025,4.0,30.24,48.0,63.0,59.0,6.21,24.0,4.0
8449013025,4.0,30.27,48.0,61.0,63.0,6.21,17.0,4.0
8449013025,4.0,30.27,48.0,59.0,68.0,6.21,23.0,4.0
8449013025,4.0,30.3,48.0,59.0,68.0,6.21,16.0,4.0
8449013025,4.0,30.3,48.0,57.0,72.0,6.15,15.0,4.0
8449013025,4.0,30.33,48.0,55.0,77.0,6.15,10.0,4.0
8449013025,4.0,30.33,48.0,54.0,82.0,6.15,9.0,4.0
8449013025,4.0,30.33,48.0,55.0,77.0,6.21,8.0,4.0
8449013025,4.0,30.33,48.0,54.0,82.0,6.15,7.0,4.0
8449013025,4.0,30.33,48.0,54.0,82.0,6.15,6.0,4.0
8449013025,4.0,30.33,46.0,54.0,77.0,6.15,7.0,4.0
8449013025,4.0,30.33,43.0,46.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.33,43.0,46.0,87.0,6.15,7.0,4.0
8449013025,4.0,30.33,43.0,45.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.36,43.0,45.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.36,41.0,43.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.39,41.0,43.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.39,43.0,48.0,82.0,6.15,7.0,4.0
8449013025,4.0,30.42,45.0,55.0,67.0,6.15,8.0,4.0
8449013025,4.0,30.39,46.0,54.0,77.0,6.15,9.0,4.0
8449013025,4.0,30.39,50.0,59.0,72.0,6.15,9.0,4.0
8449013025,4.0,30.36,48.0,59.0,68.0,6.15,10.0,4.0
8449013025,4.0,30.33,46.0,61.0,59.0,6.15,10.0,4.0
8449013025,4.0,30.36,45.0,61.0,55.0,6.15,8.0,4.0
8449013025,4.0,30.36,46.0,61.0,59.0,6.15,8.0,4.0
8449013025,4.0,30.36,45.0,59.0,59.0,6.15,6.0,4.0
8449013025,4.0,30.36,46.0,55.0,72.0,6.15,3.0,4.0
8449013025,4.0,30.36,46.0,52.0,82.0,6.15,2.0,4.0
8449013025,4.0,30.39,46.0,50.0,88.0,6.15,2.0,4.0
8449013025,4.0,30.39,45.0,52.0,77.0,6.15,2.0,4.0
8449013025,4.0,30.39,46.0,54.0,77.0,6.15,7.0,4.0
8449013025,4.0,30.39,46.0,54.0,77.0,6.21,9.0,4.0
8449013025,4.0,30.39,46.0,55.0,72.0,6.21,9.0,4.0
8449013025,4.0,30.39,43.0,48.0,82.0,6.21,7.0,4.0
8449013025,4.0,30.39,43.0,46.0,87.0,6.15,6.0,4.0
8449013025,4.0,30.39,41.0,45.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.39,41.0,45.0,87.0,6.15,7.0,4.0
8449013025,4.0,30.39,39.0,43.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.39,41.0,45.0,87.0,6.15,6.0,4.0
8449013025,4.0,30.39,41.0,43.0,93.0,6.15,3.0,4.0
8449013025,4.0,30.42,41.0,43.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.45,41.0,43.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.47,43.0,46.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.47,45.0,52.0,77.0,6.15,3.0,4.0
8449013025,4.0,30.45,46.0,59.0,63.0,6.15,6.0,4.0
8449013025,4.0,30.42,45.0,61.0,55.0,6.15,6.0,4.0
8449013025,4.0,30.42,43.0,63.0,49.0,6.15,6.0,4.0
8449013025,4.0,30.42,41.0,63.0,45.0,6.15,7.0,4.0
8449013025,4.0,30.42,43.0,63.0,49.0,6.15,6.0,4.0
8449013025,4.0,30.42,43.0,59.0,55.0,6.15,3.0,4.0
8449013025,4.0,30.42,43.0,55.0,63.0,6.15,3.0,4.0
8449013025,4.0,30.45,41.0,52.0,67.0,6.15,5.0,4.0
8449013025,4.0,30.45,39.0,50.0,67.0,6.15,1.0,4.0
8449013025,4.0,30.45,41.0,46.0,82.0,6.15,5.0,4.0
8449013025,4.0,30.45,41.0,46.0,82.0,6.15,3.0,4.0
8449013025,4.0,30.45,39.0,43.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.45,41.0,45.0,87.0,6.15,3.0,4.0
8449013025,4.0,30.45,39.0,41.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.42,37.0,41.0,87.0,6.15,3.0,4.0
8449013025,4.0,30.42,37.0,41.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.42,37.0,39.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.39,37.0,39.0,93.0,6.15,3.0,4.0
8449013025,4.0,30.39,37.0,41.0,87.0,6.15,3.0,4.0
8449013025,4.0,30.42,37.0,39.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.42,36.0,37.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.42,41.0,45.0,87.0,6.15,3.0,4.0
8449013025,4.0,30.42,46.0,50.0,88.0,6.15,3.0,4.0
8449013025,4.0,30.39,50.0,57.0,77.0,6.15,5.0,4.0
8449013025,4.0,30.36,52.0,59.0,77.0,6.15,5.0,4.0
8449013025,4.0,30.33,52.0,59.0,77.0,6.15,7.0,4.0
8449013025,4.0,30.33,52.0,59.0,77.0,6.15,7.0,4.0
8449013025,4.0,30.33,52.0,57.0,82.0,6.15,8.0,4.0
8449013025,4.0,30.33,52.0,55.0,88.0,6.15,6.0,4.0
8449013025,4.0,30.33,50.0,52.0,94.0,6.15,1.0,4.0
8449013025,4.0,30.33,46.0,48.0,94.0,6.15,0.0,4.0
8449013025,4.0,30.33,45.0,46.0,93.0,6.15,0.0,4.0
8449013025,4.0,30.33,46.0,48.0,94.0,6.15,3.0,4.0
8449013025,4.0,30.33,45.0,46.0,93.0,4.97,2.0,4.0
8449013025,4.0,30.3,46.0,46.0,100.0,4.97,3.0,4.0
8449013025,4.0,30.3,45.0,46.0,93.0,2.49,5.0,4.0
8449013025,4.0,30.3,45.0,45.0,100.0,1.24,6.0,4.0
8449013025,4.0,30.3,45.0,45.0,100.0,3.11,5.0,4.0
8449013025,4.0,30.3,43.0,43.0,100.0,0.56,6.0,4.0
8449013025,4.0,30.3,43.0,43.0,100.0,0.37,6.0,4.0
8449013025,4.0,30.27,41.0,41.0,100.0,0.25,6.0,4.0
8449013025,4.0,30.27,43.0,43.0,100.0,0.37,6.0,4.0
8449013025,4.0,30.27,43.0,43.0,100.0,0.5,6.0,4.0
8449013025,4.0,30.27,45.0,45.0,100.0,3.11,2.0,4.0
8449013025,4.0,30.27,45.0,45.0,100.0,4.97,2.0,4.0
8449013025,4.0,30.27,46.0,46.0,100.0,3.11,6.0,4.0
8449013025,4.0,30.27,45.0,45.0,100.0,1.24,7.0,4.0
8449013025,4.0,30.27,45.0,45.0,100.0,0.37,7.0,4.0
8449013025,4.0,30.27,45.0,45.0,100.0,1.24,8.0,4.0
8449013025,4.0,30.3,46.0,46.0,100.0,3.11,6.0,4.0
8449013025,4.0,30.3,45.0,46.0,93.0,0.93,6.0,4.0
8449013025,4.0,30.3,45.0,45.0,100.0,0.93,6.0,4.0
8449013025,4.0,30.3,46.0,46.0,100.0,0.93,5.0,4.0
8449013025,4.0,30.33,48.0,48.0,100.0,1.86,6.0,4.0
8449013025,4.0,30.33,50.0,52.0,94.0,3.11,6.0,4.0
8449013025,4.0,30.33,52.0,54.0,94.0,4.35,6.0,4.0
8449013025,4.0,30.33,54.0,59.0,82.0,6.21,6.0,4.0
8449013025,4.0,30.3,54.0,61.0,77.0,6.21,8.0,4.0
8449013025,4.0,30.3,54.0,61.0,77.0,6.21,7.0,4.0
8449013025,4.0,30.27,52.0,63.0,68.0,6.21,3.0,4.0
8449013025,4.0,30.27,52.0,61.0,72.0,6.21,2.0,4.0
8449013025,4.0,30.3,54.0,63.0,73.0,6.21,1.0,4.0
8449013025,4.0,30.3,52.0,59.0,77.0,6.21,3.0,4.0
8449013025,4.0,30.3,50.0,55.0,82.0,6.21,3.0,4.0
8449013025,4.0,30.33,48.0,54.0,82.0,6.15,5.0,4.0
8449013025,4.0,30.33,48.0,52.0,88.0,6.15,6.0,4.0
8449013025,4.0,30.33,46.0,50.0,88.0,6.21,6.0,4.0
8449013025,4.0,30.33,46.0,50.0,88.0,6.21,3.0,4.0
8449013025,4.0,30.33,43.0,46.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.33,45.0,46.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.33,43.0,46.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.33,43.0,48.0,82.0,6.15,6.0,4.0
8449013025,4.0,30.33,43.0,45.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.33,43.0,45.0,93.0,6.15,8.0,4.0
8449013025,4.0,30.3,43.0,45.0,93.0,5.59,8.0,4.0
8449013025,4.0,30.33,41.0,43.0,93.0,4.97,7.0,4.0
8449013025,4.0,30.33,41.0,43.0,93.0,4.97,9.0,4.0
8449013025,4.0,30.36,39.0,41.0,93.0,4.97,10.0,4.0
8449013025,4.0,30.36,43.0,45.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.39,45.0,50.0,82.0,6.15,8.0,4.0
8449013025,4.0,30.39,46.0,54.0,77.0,6.15,9.0,4.0
8449013025,4.0,30.39,48.0,57.0,72.0,6.15,9.0,4.0
8449013025,4.0,30.36,48.0,61.0,63.0,6.15,9.0,4.0
8449013025,4.0,30.36,48.0,61.0,63.0,6.15,9.0,4.0
8449013025,4.0,30.36,48.0,61.0,63.0,6.15,9.0,4.0
8449013025,4.0,30.36,46.0,59.0,63.0,6.21,8.0,4.0
8449013025,4.0,30.36,46.0,59.0,63.0,6.21,6.0,4.0
8449013025,4.0,30.39,46.0,55.0,72.0,6.21,5.0,4.0
8449013025,4.0,30.42,45.0,54.0,72.0,6.15,6.0,4.0
8449013025,4.0,30.42,45.0,50.0,82.0,6.15,3.0,4.0
8449013025,4.0,30.42,45.0,50.0,82.0,6.15,5.0,4.0
8449013025,4.0,30.42,43.0,46.0,87.0,6.15,3.0,4.0
8449013025,4.0,30.42,45.0,48.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.42,43.0,45.0,93.0,6.15,3.0,4.0
8449013025,4.0,30.42,41.0,43.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.45,43.0,45.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.45,43.0,43.0,100.0,6.15,5.0,4.0
8449013025,4.0,30.45,41.0,43.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.45,39.0,41.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.45,41.0,43.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.45,39.0,41.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.47,39.0,39.0,100.0,6.15,8.0,4.0
8449013025,4.0,30.47,43.0,45.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.5,45.0,48.0,87.0,6.15,6.0,4.0
8449013025,4.0,30.5,45.0,50.0,82.0,6.15,7.0,4.0
8449013025,4.0,30.47,45.0,55.0,67.0,6.15,8.0,4.0
8449013025,4.0,30.45,45.0,57.0,63.0,6.15,7.0,4.0
8449013025,4.0,30.45,45.0,59.0,59.0,6.15,5.0,4.0
8449013025,4.0,30.45,45.0,61.0,55.0,6.15,3.0,4.0
8449013025,4.0,30.45,45.0,59.0,59.0,6.15,5.0,4.0
8449013025,4.0,30.45,45.0,57.0,63.0,6.15,5.0,4.0
8449013025,4.0,30.45,45.0,52.0,77.0,6.15,3.0,4.0
8449013025,4.0,30.45,43.0,50.0,76.0,6.15,7.0,4.0
8449013025,4.0,30.45,41.0,48.0,76.0,6.15,6.0,4.0
8449013025,4.0,30.45,41.0,48.0,76.0,6.15,7.0,4.0
8449013025,4.0,30.45,41.0,46.0,82.0,6.15,7.0,4.0
8449013025,4.0,30.45,39.0,45.0,81.0,6.15,7.0,4.0
8449013025,4.0,30.42,39.0,45.0,81.0,6.15,6.0,4.0
8449013025,4.0,30.42,39.0,41.0,93.0,6.15,3.0,4.0
8449013025,4.0,30.42,37.0,41.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.42,39.0,43.0,87.0,6.15,7.0,4.0
8449013025,4.0,30.42,37.0,41.0,87.0,6.15,9.0,4.0
8449013025,4.0,30.39,36.0,43.0,76.0,6.15,11.0,4.0
8449013025,4.0,30.39,36.0,43.0,76.0,6.15,13.0,4.0
8449013025,4.0,30.39,36.0,43.0,76.0,6.15,9.0,4.0
8449013025,4.0,30.42,34.0,39.0,81.0,6.15,3.0,4.0
8449013025,4.0,30.42,36.0,41.0,81.0,6.15,6.0,4.0
8449013025,4.0,30.45,37.0,48.0,66.0,6.15,6.0,4.0
8449013025,4.0,30.45,39.0,52.0,62.0,6.15,7.0,4.0
8449013025,4.0,30.39,36.0,55.0,47.0,6.15,10.0,4.0
8449013025,4.0,30.39,37.0,59.0,45.0,6.15,9.0,4.0
8449013025,4.0,30.36,37.0,61.0,42.0,6.15,9.0,4.0
8449013025,4.0,30.36,37.0,61.0,42.0,6.15,6.0,4.0
8449013025,4.0,30.36,36.0,61.0,39.0,6.15,6.0,4.0
8449013025,4.0,30.36,45.0,55.0,67.0,6.15,6.0,4.0
8449013025,4.0,30.36,45.0,52.0,77.0,6.15,5.0,4.0
8449013025,4.0,30.36,46.0,50.0,88.0,6.15,3.0,4.0
8449013025,4.0,30.36,45.0,48.0,87.0,6.15,1.0,4.0
8449013025,4.0,30.36,41.0,45.0,87.0,6.15,1.0,4.0
8449013025,4.0,30.36,41.0,43.0,93.0,6.15,2.0,4.0
8449013025,4.0,30.36,41.0,43.0,93.0,6.15,3.0,4.0
8449013025,4.0,30.36,41.0,41.0,100.0,6.15,5.0,4.0
8449013025,4.0,30.36,39.0,41.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.36,37.0,39.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.36,37.0,39.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.36,37.0,37.0,100.0,5.59,7.0,4.0
8449013025,4.0,30.33,36.0,37.0,93.0,5.59,7.0,4.0
8449013025,4.0,30.33,36.0,37.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.36,36.0,37.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.36,34.0,36.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.39,39.0,41.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.39,43.0,46.0,87.0,6.15,7.0,4.0
8449013025,4.0,30.39,45.0,54.0,72.0,6.15,7.0,4.0
8449013025,4.0,30.36,46.0,55.0,72.0,6.15,5.0,4.0
8449013025,4.0,30.33,48.0,59.0,68.0,6.15,2.0,4.0
8449013025,4.0,30.33,50.0,59.0,72.0,6.15,2.0,4.0
8449013025,4.0,30.3,50.0,59.0,72.0,6.15,3.0,4.0
8449013025,4.0,30.3,43.0,61.0,52.0,6.15,5.0,4.0
8449013025,4.0,30.33,45.0,57.0,63.0,6.15,5.0,4.0
8449013025,4.0,30.33,43.0,52.0,72.0,6.15,3.0,4.0
8449013025,4.0,30.33,39.0,48.0,71.0,6.15,3.0,4.0
8449013025,4.0,30.33,39.0,46.0,76.0,6.15,1.0,4.0
8449013025,4.0,30.33,37.0,43.0,81.0,6.15,0.0,4.0
8449013025,4.0,30.36,41.0,43.0,93.0,6.15,5.0,4.0
8449013025,4.0,30.33,41.0,45.0,87.0,6.15,6.0,4.0
8449013025,4.0,30.33,39.0,45.0,81.0,6.15,6.0,4.0
8449013025,4.0,30.33,37.0,43.0,81.0,6.15,7.0,4.0
8449013025,4.0,30.33,37.0,43.0,81.0,6.15,6.0,4.0
8449013025,4.0,30.36,36.0,39.0,87.0,6.15,7.0,4.0
8449013025,4.0,30.36,36.0,41.0,81.0,6.15,5.0,4.0
8449013025,4.0,30.36,36.0,39.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.36,39.0,41.0,93.0,6.15,7.0,4.0
8449013025,4.0,30.36,36.0,37.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.36,34.0,37.0,87.0,6.15,6.0,4.0
8449013025,4.0,30.39,34.0,41.0,76.0,6.15,9.0,4.0
8449013025,4.0,30.39,37.0,46.0,71.0,6.15,7.0,4.0
8449013025,4.0,30.39,41.0,54.0,63.0,6.15,7.0,4.0
8449013025,4.0,30.36,43.0,55.0,63.0,6.15,7.0,4.0
8449013025,4.0,30.33,43.0,57.0,59.0,6.15,8.0,4.0
8449013025,4.0,30.3,43.0,59.0,55.0,6.15,8.0,4.0
8449013025,4.0,30.3,41.0,61.0,48.0,6.15,7.0,4.0
8449013025,4.0,30.3,43.0,59.0,55.0,6.15,7.0,4.0
8449013025,4.0,30.3,41.0,57.0,55.0,6.15,7.0,4.0
8449013025,4.0,30.3,41.0,52.0,67.0,6.15,6.0,4.0
8449013025,4.0,30.3,39.0,50.0,67.0,6.15,6.0,4.0
8449013025,4.0,30.3,39.0,48.0,71.0,6.15,3.0,4.0
8449013025,4.0,30.3,39.0,45.0,81.0,6.15,5.0,4.0
8449013025,4.0,30.3,37.0,45.0,76.0,6.15,6.0,4.0
8449013025,4.0,30.3,37.0,43.0,81.0,6.15,5.0,4.0
8449013025,4.0,30.27,37.0,43.0,81.0,6.15,3.0,4.0
8449013025,4.0,30.24,37.0,41.0,87.0,6.15,2.0,4.0
8449013025,4.0,30.24,36.0,37.0,93.0,6.15,1.0,4.0
8449013025,4.0,30.24,37.0,41.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.21,37.0,39.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.21,37.0,39.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.18,36.0,37.0,93.0,6.15,6.0,4.0
8449013025,4.0,30.21,37.0,39.0,93.0,6.15,10.0,4.0
8449013025,4.0,30.18,36.0,37.0,93.0,5.59,9.0,4.0
8449013025,4.0,30.18,36.0,41.0,81.0,4.97,8.0,4.0
8449013025,4.0,30.21,39.0,46.0,76.0,6.15,5.0,4.0
8449013025,4.0,30.21,41.0,52.0,67.0,6.15,7.0,4.0
8449013025,4.0,30.18,39.0,55.0,55.0,6.15,9.0,4.0
8449013025,4.0,30.12,39.0,59.0,48.0,6.15,6.0,4.0
8449013025,4.0,30.12,37.0,59.0,45.0,6.15,8.0,4.0
8449013025,4.0,30.09,43.0,61.0,52.0,6.15,8.0,4.0
8449013025,4.0,30.09,43.0,57.0,59.0,6.15,5.0,4.0
8449013025,4.0,30.09,45.0,55.0,67.0,6.15,5.0,4.0
8449013025,4.0,30.09,46.0,54.0,77.0,6.15,5.0,4.0
8449013025,4.0,30.09,46.0,52.0,82.0,6.15,6.0,4.0
8449013025,4.0,30.09,45.0,48.0,87.0,6.15,2.0,4.0
8449013025,4.0,30.06,43.0,46.0,87.0,6.15,1.0,4.0
8449013025,4.0,30.06,41.0,45.0,87.0,6.15,3.0,4.0
8449013025,4.0,30.06,43.0,43.0,100.0,6.15,2.0,4.0
8449013025,4.0,30.06,43.0,45.0,93.0,4.97,3.0,4.0
8449013025,4.0,30.03,41.0,43.0,93.0,4.97,6.0,4.0
8449013025,4.0,30.03,39.0,41.0,93.0,4.97,6.0,4.0
8449013025,4.0,30.03,39.0,43.0,87.0,6.15,5.0,4.0
8449013025,4.0,30.03,39.0,41.0,93.0,4.97,7.0,4.0
8449013025,4.0,30.0,39.0,41.0,93.0,4.97,7.0,4.0
8449013025,4.0,30.0,39.0,39.0,100.0,4.97,8.0,4.0
8449013025,4.0,30.03,37.0,39.0,93.0,4.97,8.0,4.0
8449013025,4.0,30.06,39.0,41.0,93.0,5.59,7.0,4.0
8449013025,4.0,30.06,43.0,46.0,87.0,6.15,8.0,4.0
8449013025,4.0,30.09,46.0,52.0,82.0,6.15,8.0,4.0
8449013025,4.0,30.09,48.0,55.0,77.0,6.15,8.0,4.0
8449013025,4.0,30.06,50.0,57.0,77.0,6.15,8.0,4.0
8449013025,4.0,30.03,50.0,61.0,68.0,6.21,3.0,4.0
8449013025,4.0,30.03,48.0,61.0,63.0,6.21,10.0,4.0
8449013025,4.0,30.03,48.0,61.0,63.0,6.15,9.0,4.0
8449013025,4.0,30.03,36.0,61.0,39.0,6.15,8.0,4.0
8449013025,4.0,30.03,39.0,59.0,48.0,6.15,3.0,4.0
8449013025,4.0,30.03,39.0,54.0,58.0,6.15,5.0,4.0
8449013025,4.0,30.06,37.0,50.0,62.0,6.15,7.0,4.0
8449013025,4.0,30.06,36.0,48.0,62.0,6.15,7.0,4.0
8449013025,4.0,30.09,34.0,48.0,58.0,6.15,7.0,4.0
8449013025,4.0,30.09,34.0,46.0,62.0,6.15,7.0,4.0
8449013025,4.0,30.12,34.0,45.0,66.0,6.15,10.0,4.0
8449013025,4.0,30.12,34.0,43.0,71.0,6.15,9.0,4.0
8449013025,4.0,30.12,30.0,41.0,66.0,6.15,9.0,4.0
8449013025,4.0,30.12,28.0,41.0,61.0,6.15,9.0,4.0
8449013025,4.0,30.15,28.0,41.0,61.0,6.15,10.0,4.0
8449013025,4.0,30.15,28.0,39.0,65.0,6.15,11.0,4.0
8449013025,4.0,30.12,27.0,39.0,61.0,6.15,11.0,4.0
8449013025,4.0,30.15,25.0,39.0,56.0,6.15,10.0,4.0
8449013025,4.0,30.15,25.0,37.0,60.0,6.15,13.0,4.0
8449013025,4.0,30.18,25.0,37.0,60.0,6.15,11.0,4.0
8449013025,4.0,30.21,25.0,41.0,53.0,6.15,15.0,4.0
8449013025,4.0,30.24,25.0,45.0,46.0,6.15,16.0,4.0
8449013025,4.0,30.24,27.0,50.0,40.0,6.15,15.0,4.0
8449013025,4.0,30.24,28.0,52.0,41.0,6.15,15.0,4.0
8449013025,4.0,30.21,28.0,54.0,38.0,6.15,15.0,4.0
8449013025,4.0,30.21,30.0,55.0,38.0,6.15,16.0,4.0
8449013025,4.0,30.21,32.0,57.0,39.0,6.15,13.0,4.0
8449013025,4.0,30.21,32.0,57.0,39.0,6.15,11.0,4.0
8449013025,4.0,30.24,34.0,54.0,47.0,6.15,9.0,4.0
8449013025,4.0,30.24,34.0,50.0,54.0,6.15,8.0,4.0
8449013025,4.0,30.27,34.0,48.0,58.0,6.15,7.0,4.0
8449013025,4.0,30.27,32.0,46.0,57.0,6.15,5.0,4.0
8449013025,4.0,30.3,30.0,46.0,53.0,6.21,5.0,4.0
8449013025,4.0,30.3,30.0,43.0,61.0,6.21,8.0,4.0
8449013025,4.0,30.3,28.0,43.0,57.0,6.21,8.0,4.0
8449013025,4.0,30.3,27.0,43.0,53.0,6.15,8.0,4.0
8449013025,4.0,30.3,28.0,41.0,61.0,6.15,8.0,4.0
8449013025,4.0,30.3,27.0,39.0,61.0,6.15,7.0,4.0
8449013025,4.0,30.3,27.0,37.0,65.0,6.15,6.0,4.0
8449013025,4.0,30.3,28.0,37.0,70.0,6.15,6.0,4.0
8449013025,4.0,30.3,30.0,37.0,75.0,6.15,10.0,4.0
8449013025,4.0,30.3,28.0,36.0,75.0,6.15,9.0,4.0
8449013025,4.0,30.3,30.0,36.0,81.0,6.15,8.0,4.0
8449013025,4.0,30.3,30.0,36.0,81.0,6.15,9.0,4.0
